Site ID,Date/Time,Target 1 Result,Target 1 Concentration,Target 1,Target 1 Units,Target 1 Detection Limit,Sample ID
UK_SC_Site57,2023/1/9,presence,33760,N1,gc/L,1316,UK_SC_Site57_S215
UK_SC_Site57,2023/1/16,presence,11280,N1,gc/L,1316,UK_SC_Site57_S216
UK_SC_Site57,2023/1/20,presence,34437.5,N1,gc/L,1316,UK_SC_Site57_S217
UK_SC_Site57,2023/1/24,presence,37018.5,N1,gc/L,1316,UK_SC_Site57_S218
UK_SC_Site57,2023/1/27,presence,19360,N1,gc/L,1316,UK_SC_Site57_S219
UK_SC_Site57,2023/1/30,presence,231339,N1,gc/L,1316,UK_SC_Site57_S220
UK_SC_Site57,2023/2/3,presence,36805.5,N1,gc/L,1316,UK_SC_Site57_S221
UK_SC_Site57,2023/2/6,presence,30901.5,N1,gc/L,1316,UK_SC_Site57_S222
UK_SC_Site57,2023/2/10,presence,48032,N1,gc/L,1316,UK_SC_Site57_S223
UK_SC_Site57,2023/2/13,presence,17333,N1,gc/L,1316,UK_SC_Site57_S224
UK_SC_Site57,2023/2/17,presence,19631.5,N1,gc/L,1316,UK_SC_Site57_S225
UK_SC_Site57,2023/2/20,presence,44245,N1,gc/L,1316,UK_SC_Site57_S226
UK_SC_Site57,2023/2/24,presence,34442.5,N1,gc/L,1316,UK_SC_Site57_S227
UK_SC_Site57,2023/2/27,presence,62469.5,N1,gc/L,1316,UK_SC_Site57_S228
UK_SC_Site79,2021/2/16,presence,1975.716563,N1,gc/L,1316,UK_SC_Site79_S1
UK_SC_Site79,2021/2/17,presence,3433.478677,N1,gc/L,1316,UK_SC_Site79_S2
UK_SC_Site79,2021/2/23,presence,2158.561985,N1,gc/L,1316,UK_SC_Site79_S3
UK_SC_Site79,2021/2/24,presence,658,N1,gc/L,1316,UK_SC_Site79_S4
UK_SC_Site79,2021/3/1,presence,6824.976494,N1,gc/L,1316,UK_SC_Site79_S5
UK_SC_Site79,2021/3/2,absence,0,N1,gc/L,1316,UK_SC_Site79_S6
UK_SC_Site79,2021/3/9,presence,64433.4039,N1,gc/L,1316,UK_SC_Site79_S7
UK_SC_Site79,2021/3/10,presence,17673.8775,N1,gc/L,1316,UK_SC_Site79_S8
UK_SC_Site79,2021/3/15,presence,2715.494708,N1,gc/L,1316,UK_SC_Site79_S9
UK_SC_Site79,2021/3/16,presence,2167.563498,N1,gc/L,1316,UK_SC_Site79_S10
UK_SC_Site79,2021/3/24,presence,2306.850436,N1,gc/L,1316,UK_SC_Site79_S11
UK_SC_Site79,2021/3/25,presence,2152.632969,N1,gc/L,1316,UK_SC_Site79_S12
UK_SC_Site79,2021/3/30,absence,0,N1,gc/L,1316,UK_SC_Site79_S13
UK_SC_Site79,2021/4/7,presence,658,N1,gc/L,1316,UK_SC_Site79_S14
UK_SC_Site79,2021/4/8,presence,658,N1,gc/L,1316,UK_SC_Site79_S15
UK_SC_Site79,2021/4/13,presence,658,N1,gc/L,1316,UK_SC_Site79_S16
UK_SC_Site79,2021/4/15,presence,2861.538082,N1,gc/L,1316,UK_SC_Site79_S17
UK_SC_Site79,2021/4/26,presence,658,N1,gc/L,1316,UK_SC_Site79_S18
UK_SC_Site79,2021/5/5,absence,0,N1,gc/L,1316,UK_SC_Site79_S19
UK_SC_Site79,2021/5/6,presence,658,N1,gc/L,1316,UK_SC_Site79_S20
UK_SC_Site79,2021/5/11,absence,0,N1,gc/L,1316,UK_SC_Site79_S21
UK_SC_Site79,2021/5/13,absence,0,N1,gc/L,1316,UK_SC_Site79_S22
UK_SC_Site79,2021/5/17,absence,0,N1,gc/L,1316,UK_SC_Site79_S23
UK_SC_Site79,2021/5/18,presence,8995.603627,N1,gc/L,1316,UK_SC_Site79_S24
UK_SC_Site79,2021/5/24,presence,4758.243171,N1,gc/L,1316,UK_SC_Site79_S25
UK_SC_Site79,2021/5/25,presence,658,N1,gc/L,1316,UK_SC_Site79_S26
UK_SC_Site79,2021/6/1,presence,4585.862746,N1,gc/L,1316,UK_SC_Site79_S27
UK_SC_Site79,2021/6/8,presence,1801.574983,N1,gc/L,1316,UK_SC_Site79_S28
UK_SC_Site79,2021/6/9,presence,10725.88781,N1,gc/L,1316,UK_SC_Site79_S29
UK_SC_Site79,2021/6/14,presence,11410.57628,N1,gc/L,1316,UK_SC_Site79_S30
UK_SC_Site79,2021/6/17,presence,2214.022686,N1,gc/L,1316,UK_SC_Site79_S31
UK_SC_Site79,2021/6/22,presence,5831.780279,N1,gc/L,1316,UK_SC_Site79_S32
UK_SC_Site79,2021/6/24,presence,25787.68499,N1,gc/L,1316,UK_SC_Site79_S33
UK_SC_Site79,2021/6/28,presence,20177.13417,N1,gc/L,1316,UK_SC_Site79_S34
UK_SC_Site79,2021/6/30,presence,13452.90752,N1,gc/L,1316,UK_SC_Site79_S35
UK_SC_Site79,2021/7/9,presence,268356.144,N1,gc/L,1316,UK_SC_Site79_S36
UK_SC_Site79,2021/7/12,presence,96823.22784,N1,gc/L,1316,UK_SC_Site79_S37
UK_SC_Site79,2021/7/20,presence,36638.98701,N1,gc/L,1316,UK_SC_Site79_S38
UK_SC_Site79,2021/7/21,presence,192820.289,N1,gc/L,1316,UK_SC_Site79_S39
UK_SC_Site79,2021/7/27,presence,84256.03844,N1,gc/L,1316,UK_SC_Site79_S40
UK_SC_Site79,2021/8/30,presence,892676.6744,N1,gc/L,1316,UK_SC_Site79_S41
UK_SC_Site79,2021/9/3,presence,314772.3685,N1,gc/L,1316,UK_SC_Site79_S42
UK_SC_Site79,2021/9/6,presence,258666.5732,N1,gc/L,1316,UK_SC_Site79_S43
UK_SC_Site79,2021/9/7,presence,159998.8552,N1,gc/L,1316,UK_SC_Site79_S44
UK_SC_Site79,2021/9/17,presence,191262.1451,N1,gc/L,1316,UK_SC_Site79_S45
UK_SC_Site79,2021/9/29,presence,123312.8609,N1,gc/L,1316,UK_SC_Site79_S46
UK_SC_Site79,2021/10/4,presence,15240.45067,N1,gc/L,1316,UK_SC_Site79_S47
UK_SC_Site79,2021/10/6,presence,7384.169804,N1,gc/L,1316,UK_SC_Site79_S48
UK_SC_Site79,2021/10/21,presence,31965.4414,N1,gc/L,1316,UK_SC_Site79_S49
UK_SC_Site79,2021/10/22,presence,99929.70709,N1,gc/L,1316,UK_SC_Site79_S50
UK_SC_Site79,2021/10/26,presence,99886.90939,N1,gc/L,1316,UK_SC_Site79_S51
UK_SC_Site79,2021/10/29,presence,8000.037159,N1,gc/L,1316,UK_SC_Site79_S52
UK_SC_Site79,2021/11/1,presence,14035.06102,N1,gc/L,1316,UK_SC_Site79_S53
UK_SC_Site79,2021/11/5,presence,166564.1174,N1,gc/L,1316,UK_SC_Site79_S54
UK_SC_Site79,2021/11/9,presence,12491.58641,N1,gc/L,1316,UK_SC_Site79_S55
UK_SC_Site79,2021/11/12,presence,32893,N1,gc/L,1316,UK_SC_Site79_S56
UK_SC_Site79,2021/11/15,presence,120329.7296,N1,gc/L,1316,UK_SC_Site79_S57
UK_SC_Site79,2021/11/16,presence,50748.5,N1,gc/L,1316,UK_SC_Site79_S58
UK_SC_Site79,2021/11/22,presence,13856.42388,N1,gc/L,1316,UK_SC_Site79_S59
UK_SC_Site79,2021/11/24,presence,114137.5257,N1,gc/L,1316,UK_SC_Site79_S60
UK_SC_Site79,2022/1/4,presence,199134.8893,N1,gc/L,1316,UK_SC_Site79_S61
UK_SC_Site79,2022/1/5,presence,165615.0852,N1,gc/L,1316,UK_SC_Site79_S62
UK_SC_Site79,2022/1/13,presence,50332.62584,N1,gc/L,1316,UK_SC_Site79_S63
UK_SC_Site79,2022/1/21,presence,6972.30742,N1,gc/L,1316,UK_SC_Site79_S64
UK_SC_Site79,2022/1/27,presence,16882.42797,N1,gc/L,1316,UK_SC_Site79_S65
UK_SC_Site79,2022/1/31,presence,42362.7661,N1,gc/L,1316,UK_SC_Site79_S66
UK_SC_Site79,2022/2/4,presence,13242.91854,N1,gc/L,1316,UK_SC_Site79_S67
UK_SC_Site79,2022/2/10,presence,658,N1,gc/L,1316,UK_SC_Site79_S68
UK_SC_Site79,2022/2/14,presence,10708.04677,N1,gc/L,1316,UK_SC_Site79_S69
UK_SC_Site79,2022/2/16,presence,13204.5,N1,gc/L,1316,UK_SC_Site79_S70
UK_SC_Site79,2022/2/21,presence,9129.86694,N1,gc/L,1316,UK_SC_Site79_S71
UK_SC_Site79,2022/2/23,presence,72415.18753,N1,gc/L,1316,UK_SC_Site79_S72
UK_SC_Site79,2022/3/3,presence,247633.5,N1,gc/L,1316,UK_SC_Site79_S73
UK_SC_Site79,2022/3/4,presence,101275.2887,N1,gc/L,1316,UK_SC_Site79_S74
UK_SC_Site79,2022/3/7,presence,122889.7481,N1,gc/L,1316,UK_SC_Site79_S75
UK_SC_Site79,2022/3/16,presence,42557,N1,gc/L,1316,UK_SC_Site79_S76
UK_SC_Site79,2022/3/17,presence,166957.325,N1,gc/L,1316,UK_SC_Site79_S77
UK_SC_Site79,2022/3/23,presence,940629.828,N1,gc/L,1316,UK_SC_Site79_S78
UK_SC_Site79,2022/4/6,presence,230827.3545,N1,gc/L,1316,UK_SC_Site79_S79
UK_SC_Site79,2022/4/8,presence,90454.09566,N1,gc/L,1316,UK_SC_Site79_S80
UK_SC_Site79,2022/4/12,presence,601510,N1,gc/L,1316,UK_SC_Site79_S81
UK_SC_Site79,2022/4/20,presence,31201.66251,N1,gc/L,1316,UK_SC_Site79_S82
UK_SC_Site79,2022/4/21,presence,51657.53107,N1,gc/L,1316,UK_SC_Site79_S83
UK_SC_Site79,2022/4/29,presence,52306.24445,N1,gc/L,1316,UK_SC_Site79_S84
UK_SC_Site79,2022/5/6,presence,67365,N1,gc/L,1316,UK_SC_Site79_S85
UK_SC_Site79,2022/5/13,presence,31935,N1,gc/L,1316,UK_SC_Site79_S86
UK_SC_Site79,2022/5/19,presence,221210,N1,gc/L,1316,UK_SC_Site79_S87
UK_SC_Site79,2022/6/1,presence,343141.7214,N1,gc/L,1316,UK_SC_Site79_S88
UK_SC_Site79,2022/6/10,presence,443661,N1,gc/L,1316,UK_SC_Site79_S89
UK_SC_Site79,2022/6/30,presence,613612.9676,N1,gc/L,1316,UK_SC_Site79_S90
UK_SC_Site79,2022/7/8,presence,75121.35201,N1,gc/L,1316,UK_SC_Site79_S91
UK_SC_Site79,2022/7/12,presence,32542.72434,N1,gc/L,1316,UK_SC_Site79_S92
UK_SC_Site79,2022/7/22,presence,556245.5719,N1,gc/L,1316,UK_SC_Site79_S93
UK_SC_Site79,2022/7/28,presence,388795.5664,N1,gc/L,1316,UK_SC_Site79_S94
UK_SC_Site79,2022/8/12,presence,22385.5,N1,gc/L,1316,UK_SC_Site79_S95
UK_SC_Site79,2022/9/1,presence,35160,N1,gc/L,1316,UK_SC_Site79_S96
UK_SC_Site79,2022/9/9,presence,658,N1,gc/L,1316,UK_SC_Site79_S97
UK_SC_Site79,2022/9/16,presence,69040.5,N1,gc/L,1316,UK_SC_Site79_S98
UK_SC_Site79,2022/9/29,presence,98174.29893,N1,gc/L,1316,UK_SC_Site79_S99
UK_SC_Site79,2022/10/7,presence,658,N1,gc/L,1316,UK_SC_Site79_S100
UK_SC_Site79,2022/10/12,presence,90572.92285,N1,gc/L,1316,UK_SC_Site79_S101
UK_SC_Site79,2022/10/14,presence,95436.5,N1,gc/L,1316,UK_SC_Site79_S102
UK_SC_Site79,2022/10/21,presence,69998,N1,gc/L,1316,UK_SC_Site79_S103
UK_SC_Site79,2022/10/25,presence,13077.5,N1,gc/L,1316,UK_SC_Site79_S104
UK_SC_Site79,2022/11/4,presence,12927.5,N1,gc/L,1316,UK_SC_Site79_S105
UK_SC_Site79,2022/11/8,presence,658,N1,gc/L,1316,UK_SC_Site79_S106
UK_SC_Site79,2022/11/11,presence,12311.5,N1,gc/L,1316,UK_SC_Site79_S107
UK_SC_Site79,2022/11/17,presence,9380.5,N1,gc/L,1316,UK_SC_Site79_S108
UK_SC_Site79,2022/11/24,presence,658,N1,gc/L,1316,UK_SC_Site79_S109
UK_SC_Site79,2022/12/2,presence,24021.5,N1,gc/L,1316,UK_SC_Site79_S110
UK_SC_Site79,2022/12/14,presence,44112,N1,gc/L,1316,UK_SC_Site79_S111
UK_SC_Site79,2022/12/16,presence,11552,N1,gc/L,1316,UK_SC_Site79_S112
UK_SC_Site79,2022/12/20,presence,19248,N1,gc/L,1316,UK_SC_Site79_S113
UK_SC_Site79,2023/1/17,presence,11557,N1,gc/L,1316,UK_SC_Site79_S114
UK_SC_Site79,2023/1/19,presence,658,N1,gc/L,1316,UK_SC_Site79_S115
UK_SC_Site79,2023/1/24,presence,10709,N1,gc/L,1316,UK_SC_Site79_S116
UK_SC_Site79,2023/1/26,presence,29296,N1,gc/L,1316,UK_SC_Site79_S117
UK_SC_Site79,2023/1/30,presence,101418.5,N1,gc/L,1316,UK_SC_Site79_S118
UK_SC_Site79,2023/2/3,presence,658,N1,gc/L,1316,UK_SC_Site79_S119
UK_SC_Site79,2023/2/6,presence,13221.5,N1,gc/L,1316,UK_SC_Site79_S120
UK_SC_Site79,2023/2/9,presence,18570.5,N1,gc/L,1316,UK_SC_Site79_S121
UK_SC_Site79,2023/2/22,presence,8917,N1,gc/L,1316,UK_SC_Site79_S122
UK_SC_Site79,2023/2/24,presence,18005,N1,gc/L,1316,UK_SC_Site79_S123
UK_SC_Site79,2023/2/28,presence,24832,N1,gc/L,1316,UK_SC_Site79_S124
UK_SC_Site85,2021/2/16,presence,64694.36908,N1,gc/L,1316,UK_SC_Site85_S1
UK_SC_Site85,2021/2/17,presence,16073.20731,N1,gc/L,1316,UK_SC_Site85_S2
UK_SC_Site85,2021/2/22,presence,23764.5,N1,gc/L,1316,UK_SC_Site85_S3
UK_SC_Site85,2021/2/24,presence,26164.5528,N1,gc/L,1316,UK_SC_Site85_S4
UK_SC_Site85,2021/3/1,presence,58566.66726,N1,gc/L,1316,UK_SC_Site85_S5
UK_SC_Site85,2021/3/2,presence,21638.29809,N1,gc/L,1316,UK_SC_Site85_S6
UK_SC_Site85,2021/3/9,presence,84885.70698,N1,gc/L,1316,UK_SC_Site85_S7
UK_SC_Site85,2021/3/10,presence,36910.72449,N1,gc/L,1316,UK_SC_Site85_S8
UK_SC_Site85,2021/3/15,presence,15823.06983,N1,gc/L,1316,UK_SC_Site85_S9
UK_SC_Site85,2021/3/16,presence,35811.47269,N1,gc/L,1316,UK_SC_Site85_S10
UK_SC_Site85,2021/3/24,presence,52551.34935,N1,gc/L,1316,UK_SC_Site85_S11
UK_SC_Site85,2021/3/25,presence,20223.42873,N1,gc/L,1316,UK_SC_Site85_S12
UK_SC_Site85,2021/3/29,presence,4180.025878,N1,gc/L,1316,UK_SC_Site85_S13
UK_SC_Site85,2021/3/30,presence,3124.320406,N1,gc/L,1316,UK_SC_Site85_S14
UK_SC_Site85,2021/4/5,presence,4290.626079,N1,gc/L,1316,UK_SC_Site85_S15
UK_SC_Site85,2021/4/6,presence,3068.442162,N1,gc/L,1316,UK_SC_Site85_S16
UK_SC_Site85,2021/4/14,presence,10464.56695,N1,gc/L,1316,UK_SC_Site85_S17
UK_SC_Site85,2021/4/26,presence,658,N1,gc/L,1316,UK_SC_Site85_S18
UK_SC_Site85,2021/4/28,presence,9049.19798,N1,gc/L,1316,UK_SC_Site85_S19
UK_SC_Site85,2021/5/6,presence,9755.447373,N1,gc/L,1316,UK_SC_Site85_S20
UK_SC_Site85,2021/5/11,presence,3621.806403,N1,gc/L,1316,UK_SC_Site85_S21
UK_SC_Site85,2021/5/14,presence,4593.724765,N1,gc/L,1316,UK_SC_Site85_S22
UK_SC_Site85,2021/5/17,presence,1958.598253,N1,gc/L,1316,UK_SC_Site85_S23
UK_SC_Site85,2021/5/18,presence,2469.749924,N1,gc/L,1316,UK_SC_Site85_S24
UK_SC_Site85,2021/5/25,presence,16156.67322,N1,gc/L,1316,UK_SC_Site85_S25
UK_SC_Site85,2021/5/26,presence,25320.18941,N1,gc/L,1316,UK_SC_Site85_S26
UK_SC_Site85,2021/5/31,presence,52745.13334,N1,gc/L,1316,UK_SC_Site85_S27
UK_SC_Site85,2021/6/1,presence,22987.06092,N1,gc/L,1316,UK_SC_Site85_S28
UK_SC_Site85,2021/6/7,presence,27442.93951,N1,gc/L,1316,UK_SC_Site85_S29
UK_SC_Site85,2021/6/8,presence,20551.49061,N1,gc/L,1316,UK_SC_Site85_S30
UK_SC_Site85,2021/6/15,presence,32570.91187,N1,gc/L,1316,UK_SC_Site85_S31
UK_SC_Site85,2021/6/16,presence,19826.01316,N1,gc/L,1316,UK_SC_Site85_S32
UK_SC_Site85,2021/6/21,presence,26905.08861,N1,gc/L,1316,UK_SC_Site85_S33
UK_SC_Site85,2021/6/22,presence,42097.41659,N1,gc/L,1316,UK_SC_Site85_S34
UK_SC_Site85,2021/6/28,presence,82772.34598,N1,gc/L,1316,UK_SC_Site85_S35
UK_SC_Site85,2021/7/5,presence,219487.5393,N1,gc/L,1316,UK_SC_Site85_S36
UK_SC_Site85,2021/7/7,presence,135639.409,N1,gc/L,1316,UK_SC_Site85_S37
UK_SC_Site85,2021/7/12,presence,194404.2212,N1,gc/L,1316,UK_SC_Site85_S38
UK_SC_Site85,2021/7/19,presence,215196.428,N1,gc/L,1316,UK_SC_Site85_S39
UK_SC_Site85,2021/7/26,presence,164320.8717,N1,gc/L,1316,UK_SC_Site85_S40
UK_SC_Site85,2021/7/27,presence,57826.74382,N1,gc/L,1316,UK_SC_Site85_S41
UK_SC_Site85,2021/8/2,presence,98567.58361,N1,gc/L,1316,UK_SC_Site85_S42
UK_SC_Site85,2021/8/11,presence,6886.5,N1,gc/L,1316,UK_SC_Site85_S43
UK_SC_Site85,2021/8/20,presence,282408.4286,N1,gc/L,1316,UK_SC_Site85_S44
UK_SC_Site85,2021/8/30,presence,916470.2644,N1,gc/L,1316,UK_SC_Site85_S45
UK_SC_Site85,2021/9/3,presence,782909.277,N1,gc/L,1316,UK_SC_Site85_S46
UK_SC_Site85,2021/9/6,presence,517483.8457,N1,gc/L,1316,UK_SC_Site85_S47
UK_SC_Site85,2021/9/14,presence,212774.7362,N1,gc/L,1316,UK_SC_Site85_S48
UK_SC_Site85,2021/9/15,presence,264992.7239,N1,gc/L,1316,UK_SC_Site85_S49
UK_SC_Site85,2021/9/20,presence,201641.1724,N1,gc/L,1316,UK_SC_Site85_S50
UK_SC_Site85,2021/9/21,presence,156575.7165,N1,gc/L,1316,UK_SC_Site85_S51
UK_SC_Site85,2021/9/28,presence,57305.68617,N1,gc/L,1316,UK_SC_Site85_S52
UK_SC_Site85,2021/10/4,presence,64517.68439,N1,gc/L,1316,UK_SC_Site85_S53
UK_SC_Site85,2021/10/6,presence,55590.82998,N1,gc/L,1316,UK_SC_Site85_S54
UK_SC_Site85,2021/10/11,presence,83067.89436,N1,gc/L,1316,UK_SC_Site85_S55
UK_SC_Site85,2021/10/14,presence,141208.6828,N1,gc/L,1316,UK_SC_Site85_S56
UK_SC_Site85,2021/10/20,presence,25713.19724,N1,gc/L,1316,UK_SC_Site85_S57
UK_SC_Site85,2021/10/21,presence,50657.51396,N1,gc/L,1316,UK_SC_Site85_S58
UK_SC_Site85,2021/10/26,presence,31238.72544,N1,gc/L,1316,UK_SC_Site85_S59
UK_SC_Site85,2021/10/29,presence,43938.79604,N1,gc/L,1316,UK_SC_Site85_S60
UK_SC_Site85,2021/11/1,presence,20551.28796,N1,gc/L,1316,UK_SC_Site85_S61
UK_SC_Site85,2021/11/2,presence,10139.05504,N1,gc/L,1316,UK_SC_Site85_S62
UK_SC_Site85,2021/11/3,presence,32956.02955,N1,gc/L,1316,UK_SC_Site85_S63
UK_SC_Site85,2021/11/5,presence,92489.40749,N1,gc/L,1316,UK_SC_Site85_S64
UK_SC_Site85,2021/11/8,presence,163802.1921,N1,gc/L,1316,UK_SC_Site85_S65
UK_SC_Site85,2021/11/10,presence,38923.44995,N1,gc/L,1316,UK_SC_Site85_S66
UK_SC_Site85,2021/11/11,presence,49012.22957,N1,gc/L,1316,UK_SC_Site85_S67
UK_SC_Site85,2021/11/12,presence,74611.5,N1,gc/L,1316,UK_SC_Site85_S68
UK_SC_Site85,2021/11/15,presence,211427.9703,N1,gc/L,1316,UK_SC_Site85_S69
UK_SC_Site85,2021/11/18,presence,82984.08116,N1,gc/L,1316,UK_SC_Site85_S70
UK_SC_Site85,2021/11/19,presence,180589.0521,N1,gc/L,1316,UK_SC_Site85_S71
UK_SC_Site85,2021/11/23,presence,80433.50021,N1,gc/L,1316,UK_SC_Site85_S72
UK_SC_Site85,2021/11/24,presence,73874.93083,N1,gc/L,1316,UK_SC_Site85_S73
UK_SC_Site85,2021/11/25,presence,100605.2599,N1,gc/L,1316,UK_SC_Site85_S74
UK_SC_Site85,2021/11/29,presence,105577.2773,N1,gc/L,1316,UK_SC_Site85_S75
UK_SC_Site85,2021/12/1,presence,69835.39159,N1,gc/L,1316,UK_SC_Site85_S76
UK_SC_Site85,2021/12/6,presence,68190,N1,gc/L,1316,UK_SC_Site85_S77
UK_SC_Site85,2021/12/7,presence,13162.26089,N1,gc/L,1316,UK_SC_Site85_S78
UK_SC_Site85,2021/12/8,presence,88615.80874,N1,gc/L,1316,UK_SC_Site85_S79
UK_SC_Site85,2021/12/10,presence,77137.98017,N1,gc/L,1316,UK_SC_Site85_S80
UK_SC_Site85,2021/12/13,presence,105633.1838,N1,gc/L,1316,UK_SC_Site85_S81
UK_SC_Site85,2021/12/14,presence,127465.1643,N1,gc/L,1316,UK_SC_Site85_S82
UK_SC_Site85,2021/12/16,presence,160123.2046,N1,gc/L,1316,UK_SC_Site85_S83
UK_SC_Site85,2021/12/17,presence,365657.0974,N1,gc/L,1316,UK_SC_Site85_S84
UK_SC_Site85,2021/12/20,presence,352615.988,N1,gc/L,1316,UK_SC_Site85_S85
UK_SC_Site85,2021/12/29,presence,469200.8667,N1,gc/L,1316,UK_SC_Site85_S86
UK_SC_Site85,2022/1/4,presence,80423.65557,N1,gc/L,1316,UK_SC_Site85_S87
UK_SC_Site85,2022/1/5,presence,104565.712,N1,gc/L,1316,UK_SC_Site85_S88
UK_SC_Site85,2022/1/6,presence,119089.1223,N1,gc/L,1316,UK_SC_Site85_S89
UK_SC_Site85,2022/1/7,presence,123672.6126,N1,gc/L,1316,UK_SC_Site85_S90
UK_SC_Site85,2022/1/10,presence,48691.01955,N1,gc/L,1316,UK_SC_Site85_S91
UK_SC_Site85,2022/1/11,presence,53385.0133,N1,gc/L,1316,UK_SC_Site85_S92
UK_SC_Site85,2022/1/12,presence,65638.92581,N1,gc/L,1316,UK_SC_Site85_S93
UK_SC_Site85,2022/1/13,presence,87679.8725,N1,gc/L,1316,UK_SC_Site85_S94
UK_SC_Site85,2022/1/17,presence,109906.0703,N1,gc/L,1316,UK_SC_Site85_S95
UK_SC_Site85,2022/1/19,presence,37051.40314,N1,gc/L,1316,UK_SC_Site85_S96
UK_SC_Site85,2022/1/20,presence,33169.68039,N1,gc/L,1316,UK_SC_Site85_S97
UK_SC_Site85,2022/1/21,presence,32777.76878,N1,gc/L,1316,UK_SC_Site85_S98
UK_SC_Site85,2022/1/24,presence,69167.5293,N1,gc/L,1316,UK_SC_Site85_S99
UK_SC_Site85,2022/1/25,presence,113070.3005,N1,gc/L,1316,UK_SC_Site85_S100
UK_SC_Site85,2022/1/26,presence,99061.66028,N1,gc/L,1316,UK_SC_Site85_S101
UK_SC_Site85,2022/1/27,presence,67092.96223,N1,gc/L,1316,UK_SC_Site85_S102
UK_SC_Site85,2022/1/31,presence,133034.1201,N1,gc/L,1316,UK_SC_Site85_S103
UK_SC_Site85,2022/2/1,presence,80239.93071,N1,gc/L,1316,UK_SC_Site85_S104
UK_SC_Site85,2022/2/2,presence,18938.68845,N1,gc/L,1316,UK_SC_Site85_S105
UK_SC_Site85,2022/2/4,presence,67554.42045,N1,gc/L,1316,UK_SC_Site85_S106
UK_SC_Site85,2022/2/7,presence,31054.06234,N1,gc/L,1316,UK_SC_Site85_S107
UK_SC_Site85,2022/2/8,presence,36285.38363,N1,gc/L,1316,UK_SC_Site85_S108
UK_SC_Site85,2022/2/10,presence,43353.68228,N1,gc/L,1316,UK_SC_Site85_S109
UK_SC_Site85,2022/2/11,presence,41133.83161,N1,gc/L,1316,UK_SC_Site85_S110
UK_SC_Site85,2022/2/14,presence,18552.9189,N1,gc/L,1316,UK_SC_Site85_S111
UK_SC_Site85,2022/2/15,presence,34799.18053,N1,gc/L,1316,UK_SC_Site85_S112
UK_SC_Site85,2022/2/16,presence,68141,N1,gc/L,1316,UK_SC_Site85_S113
UK_SC_Site85,2022/2/18,presence,26119.63751,N1,gc/L,1316,UK_SC_Site85_S114
UK_SC_Site85,2022/2/21,presence,10207.82127,N1,gc/L,1316,UK_SC_Site85_S115
UK_SC_Site85,2022/2/22,presence,83905.79391,N1,gc/L,1316,UK_SC_Site85_S116
UK_SC_Site85,2022/2/23,presence,31711.41305,N1,gc/L,1316,UK_SC_Site85_S117
UK_SC_Site85,2022/2/24,presence,117540.8366,N1,gc/L,1316,UK_SC_Site85_S118
UK_SC_Site85,2022/3/1,presence,62044.5,N1,gc/L,1316,UK_SC_Site85_S119
UK_SC_Site85,2022/3/2,presence,97487,N1,gc/L,1316,UK_SC_Site85_S120
UK_SC_Site85,2022/3/3,presence,233482.5,N1,gc/L,1316,UK_SC_Site85_S121
UK_SC_Site85,2022/3/4,presence,62058.70429,N1,gc/L,1316,UK_SC_Site85_S122
UK_SC_Site85,2022/3/7,presence,329086.0289,N1,gc/L,1316,UK_SC_Site85_S123
UK_SC_Site85,2022/3/9,presence,176302.5,N1,gc/L,1316,UK_SC_Site85_S124
UK_SC_Site85,2022/3/10,presence,103629.5,N1,gc/L,1316,UK_SC_Site85_S125
UK_SC_Site85,2022/3/11,presence,157138.5,N1,gc/L,1316,UK_SC_Site85_S126
UK_SC_Site85,2022/3/14,presence,193678.724,N1,gc/L,1316,UK_SC_Site85_S127
UK_SC_Site85,2022/3/15,presence,352665,N1,gc/L,1316,UK_SC_Site85_S128
UK_SC_Site85,2022/3/16,presence,159994,N1,gc/L,1316,UK_SC_Site85_S129
UK_SC_Site85,2022/3/17,presence,450867.67,N1,gc/L,1316,UK_SC_Site85_S130
UK_SC_Site85,2022/3/21,presence,252943.5,N1,gc/L,1316,UK_SC_Site85_S131
UK_SC_Site85,2022/3/22,presence,383774.2518,N1,gc/L,1316,UK_SC_Site85_S132
UK_SC_Site85,2022/3/23,presence,643796.3501,N1,gc/L,1316,UK_SC_Site85_S133
UK_SC_Site85,2022/3/24,presence,386070.5627,N1,gc/L,1316,UK_SC_Site85_S134
UK_SC_Site85,2022/3/28,presence,1451699.887,N1,gc/L,1316,UK_SC_Site85_S135
UK_SC_Site85,2022/3/31,presence,241889,N1,gc/L,1316,UK_SC_Site85_S136
UK_SC_Site85,2022/4/5,presence,203119.6127,N1,gc/L,1316,UK_SC_Site85_S137
UK_SC_Site85,2022/4/6,presence,33468.21514,N1,gc/L,1316,UK_SC_Site85_S138
UK_SC_Site85,2022/4/7,presence,77279.93491,N1,gc/L,1316,UK_SC_Site85_S139
UK_SC_Site85,2022/4/8,presence,172543.4893,N1,gc/L,1316,UK_SC_Site85_S140
UK_SC_Site85,2022/4/12,presence,275016,N1,gc/L,1316,UK_SC_Site85_S141
UK_SC_Site85,2022/4/13,presence,174542.0553,N1,gc/L,1316,UK_SC_Site85_S142
UK_SC_Site85,2022/4/19,presence,228168.2955,N1,gc/L,1316,UK_SC_Site85_S143
UK_SC_Site85,2022/4/20,presence,99192.2312,N1,gc/L,1316,UK_SC_Site85_S144
UK_SC_Site85,2022/4/21,presence,129588.7457,N1,gc/L,1316,UK_SC_Site85_S145
